8412,914,457,356,7.835658,3.829315
8276,934,467,349,7.828921,3.830620
8356,888,491,359,7.835658,3.831926
8404,934,467,359,7.828921,3.833231
8396,880,480,357,7.835658,3.834537
8388,878,497,342,7.828921,3.835842
8384,932,466,352,7.828921,3.837147
8416,884,492,364,7.828921,3.838452
8376,910,455,352,7.828921,3.839757
8300,952,476,357,7.835658,3.841063
8400,894,498,367,7.842394,3.842370
8368,916,458,349,7.835658,3.843676
8360,880,478,354,7.835658,3.844982
8376,910,510,351,7.835658,3.846288
8156,958,479,352,7.835658,3.847594
8176,900,508,367,7.835658,3.848900
8232,940,470,357,7.835658,3.850206
8116,964,482,352,7.835658,3.851512
8148,912,502,357,7.835658,3.852818
8200,954,477,357,7.835658,3.854124
8196,904,490,356,7.842394,3.855431
8172,904,509,344,7.835658,3.856737
8176,952,476,351,7.828921,3.858042
8204,906,505,364,7.835658,3.859348
8160,924,462,349,7.835658,3.860654
8120,976,488,357,7.835658,3.861960
8168,904,506,362,7.835658,3.863266
8160,938,469,347,7.835658,3.864573
8132,884,495,356,7.835658,3.865879
8212,896,502,344,7.828921,3.867183
8164,976,488,359,7.828921,3.868488
8192,868,507,365,7.835658,3.869794
8224,930,465,352,7.835658,3.871100
8156,990,495,362,7.835658,3.872406
8176,894,502,359,7.835658,3.873713
8188,956,478,357,7.835658,3.875019
8208,892,501,362,7.842394,3.876326
8184,884,500,338,7.835658,3.877632
8196,974,487,359,7.835658,3.878938
8244,896,511,370,7.835658,3.880244
8168,918,459,346,7.835658,3.881550
8096,992,496,362,7.842394,3.882857
8188,882,501,359,7.842394,3.884164
8140,950,475,352,7.842394,3.885471
8164,870,497,359,7.842394,3.886778
8192,902,495,346,7.835658,3.888084
8124,994,497,364,7.842394,3.889391
8156,846,492,354,7.842394,3.890698
8184,952,476,359,7.849130,3.892006
8120,990,495,362,7.849130,3.893314
8132,892,494,354,7.842394,3.894621
8168,994,497,372,7.849130,3.895930
8204,862,491,357,7.849130,3.897238
8140,924,496,351,7.849130,3.898546
8172,982,491,364,7.849130,3.899854
8152,878,492,354,7.849130,3.901162
8148,944,472,356,7.855866,3.902472
8072,974,487,356,7.849130,3.903780
8148,910,504,360,7.849130,3.905088
8116,954,477,356,7.849130,3.906396
8112,898,497,359,7.849130,3.907705
8152,920,487,354,7.849130,3.909013
8136,988,494,364,7.855866,3.910322
8168,864,482,356,7.849130,3.911630
8392,920,460,357,7.855866,3.912940
8324,980,490,369,7.855866,3.914249
8348,870,481,354,7.855866,3.915559
8352,952,476,365,7.862603,3.916869
8396,878,486,362,7.862603,3.918179
8320,890,467,349,7.855866,3.919489
8352,976,488,370,7.855866,3.920798
8372,856,476,352,7.855866,3.922107
8336,920,460,354,7.855866,3.923417
8284,954,477,356,7.855866,3.924726
8352,874,474,349,7.849130,3.926034
8368,952,476,364,7.855866,3.927344
8304,856,469,349,7.849130,3.928652
8368,916,490,360,7.849130,3.929960
8364,940,470,356,7.849130,3.931268
8312,866,469,344,7.849130,3.932577
8384,922,461,357,7.849130,3.933885
8312,934,467,351,7.842394,3.935192
8352,872,492,359,7.842394,3.936499
8384,916,458,351,7.842394,3.937806
8396,880,479,357,7.835658,3.939112
8348,886,493,347,7.835658,3.940418
8344,944,472,357,7.835658,3.941724
8412,884,495,367,7.835658,3.943030
8344,884,442,341,7.835658,3.944336
8272,952,476,354,7.828921,3.945641
8416,856,495,365,7.828921,3.946946
8372,924,462,352,7.828921,3.948251
8380,862,493,367,7.835658,3.949557
8392,874,494,344,7.835658,3.950863
8368,954,477,360,7.828921,3.952168
8364,860,490,360,7.835658,3.953474
8400,908,454,354,7.835658,3.954780
8344,970,485,364,7.835658,3.956086
8388,846,493,362,7.842394,3.957393
8400,924,462,354,7.842394,3.958700
8396,872,492,365,7.849130,3.960008
8344,868,488,339,7.842394,3.961315
8356,966,483,365,7.842394,3.962622
8404,860,494,365,7.849130,3.963930
8388,898,449,349,7.849130,3.965239
8332,968,484,362,7.849130,3.966547
8424,858,495,365,7.849130,3.967855
8348,926,463,352,7.849130,3.969163
8356,850,492,365,7.855866,3.970473
8372,872,489,342,7.849130,3.971781
8332,964,482,362,7.849130,3.973089
8320,836,479,352,7.849130,3.974397
8360,928,464,359,7.849130,3.975705
8184,996,498,365,7.855866,3.977015
8120,872,488,347,7.849130,3.978323
8148,978,489,364,7.849130,3.979631
8164,866,490,356,7.849130,3.980939
8084,920,502,349,7.842394,3.982246
8076,962,481,352,7.842394,3.983553
8128,898,501,359,7.842394,3.984860
8084,924,462,347,7.842394,3.986167
8044,992,496,360,7.842394,3.987474
8128,894,483,346,7.835658,3.988780
8112,968,484,359,7.842394,3.990088
8124,872,479,346,7.835658,3.991394
8148,926,491,354,7.828921,3.992698
8180,988,494,365,7.835658,3.994004
8096,874,482,346,7.828921,3.995309
8164,946,473,357,7.835658,3.996615
8152,956,478,351,7.828921,3.997920
8140,912,493,351,7.828921,3.999225
8180,950,475,356,7.828921,4.000530
8140,894,483,349,7.822185,4.001833
8140,898,499,342,7.822185,4.003137
8116,950,475,347,7.815449,4.004440
8164,864,500,359,7.815449,4.005743
8108,912,456,341,7.815449,4.007045
8036,992,496,360,7.815449,4.008348
8136,878,494,354,7.815449,4.009651
8124,968,484,359,7.822185,4.010954
8080,864,483,347,7.815449,4.012257
8140,936,506,359,7.822185,4.013561
8128,970,485,357,7.822185,4.014864
8136,896,495,354,7.822185,4.016168
8160,934,467,354,7.822185,4.017472
8112,994,497,364,7.822185,4.018775
8136,882,493,352,7.822185,4.020079
8096,958,479,356,7.822185,4.021383
8180,892,499,364,7.828921,4.022687
8128,910,481,349,7.828921,4.023992
8136,990,495,364,7.828921,4.025297
8172,892,484,351,7.828921,4.026601
8148,950,475,359,7.835658,4.027907
8112,962,481,351,7.835658,4.029213
8176,900,486,349,7.835658,4.030519
8188,970,485,362,7.842394,4.031826
8092,870,477,346,7.835658,4.033133
8164,924,508,354,7.835658,4.034439
8204,954,477,352,7.835658,4.035745
8124,896,488,349,7.835658,4.037051
8172,924,462,349,7.828921,4.038355
8108,964,482,351,7.828921,4.039660
8136,872,497,352,7.828921,4.040965
8180,914,457,344,7.822185,4.042268
8372,842,487,360,7.822185,4.043572
8312,870,481,339,7.822185,4.044876
8308,976,488,369,7.822185,4.046179
8376,840,484,360,7.822185,4.047483
8340,924,462,356,7.822185,4.048787
8244,938,469,349,7.822185,4.050090
8324,892,490,360,7.822185,4.051394
8360,936,468,359,7.822185,4.052698
8324,862,476,352,7.822185,4.054001
8364,896,489,352,7.822185,4.055305
8332,954,477,362,7.822185,4.056609
8304,858,485,356,7.828921,4.057913
8292,908,454,351,7.828921,4.059218
8308,976,488,365,7.828921,4.060523
8308,862,467,341,7.828921,4.061827
8340,948,474,362,7.835658,4.063133
8384,868,477,357,7.835658,4.064439
8344,892,475,351,7.835658,4.065745
8344,962,481,364,7.842394,4.067052
8364,856,470,347,7.835658,4.068358
8336,928,464,359,7.842394,4.069665
8300,938,469,351,7.835658,4.070971
8332,882,485,356,7.835658,4.072278
8400,930,465,357,7.835658,4.073584
8328,866,464,342,7.835658,4.074890
8356,900,494,360,7.835658,4.076196
8372,932,466,352,7.828921,4.077500
8340,866,485,356,7.835658,4.078806
8368,890,445,344,7.828921,4.080111
8324,952,476,357,7.828921,4.081416
8372,862,494,362,7.828921,4.082720
8332,914,457,349,7.828921,4.084025
8360,870,494,369,7.828921,4.085330
8352,862,484,354,7.835658,4.086636
8324,956,478,359,7.835658,4.087942
8392,848,486,360,7.835658,4.089248
8360,902,451,349,7.835658,4.090554
8284,978,489,365,7.835658,4.091860
8392,846,486,360,7.842394,4.093167
8380,950,475,364,7.842394,4.094474
8352,840,486,360,7.842394,4.095781
8344,886,485,356,7.842394,4.097088
8380,980,490,372,7.849130,4.098396
8372,838,477,352,7.855866,4.099705
8356,922,461,356,7.849130,4.101013
8368,980,490,370,7.855866,4.102323
8340,852,479,352,7.855866,4.103632
8320,958,479,367,7.862603,4.104942
8384,842,485,364,7.869339,4.106254
8320,914,498,356,7.862603,4.107564
8148,982,491,362,7.869339,4.108876
8144,884,491,354,7.862603,4.110187
8144,950,475,359,7.862603,4.111497
8064,970,485,354,7.862603,4.112807
8180,910,505,362,7.862603,4.114118
8180,966,483,364,7.869339,4.115429
8148,888,493,359,7.869339,4.116741
8172,934,510,365,7.869339,4.118053
8196,982,491,365,7.869339,4.119365
8176,898,496,357,7.869339,4.120677
8160,938,469,354,7.869339,4.121988
8104,976,488,357,7.862603,4.123299
8124,902,499,356,7.862603,4.124609
8052,938,469,347,7.862603,4.125919
8152,890,498,362,7.855866,4.127229
8136,904,482,342,7.855866,4.128538
8140,998,499,369,7.855866,4.129848
8164,890,494,359,7.855866,4.131157
8176,940,470,357,7.855866,4.132466
8136,984,492,359,7.855866,4.133776
8156,888,480,344,7.849130,4.135084
8180,972,486,364,7.849130,4.136392
8068,876,489,356,7.849130,4.137700
8140,916,490,351,7.849130,4.139008
8208,1000,500,372,7.849130,4.140316
8164,882,481,347,7.849130,4.141623
8144,946,473,357,7.842394,4.142931
8208,980,490,362,7.842394,4.144238
8156,890,482,346,7.842394,4.145545
8156,962,481,359,7.842394,4.146852
8096,882,483,352,7.842394,4.148159
8168,926,493,351,7.835658,4.149465
8172,986,493,365,7.842394,4.150772
8140,888,486,352,7.842394,4.152079
8196,948,474,360,7.849130,4.153387
8148,944,472,344,7.835658,4.154693
8188,912,491,352,7.835658,4.155999
8212,954,477,357,7.835658,4.157305
8032,882,480,347,7.828921,4.158609
8172,920,509,362,7.835658,4.159915
8212,964,482,359,7.835658,4.161222
8144,894,488,351,7.835658,4.162528
8188,922,461,351,7.835658,4.163834
8180,966,483,356,7.828921,4.165138
8148,886,502,357,7.835658,4.166444
8128,918,459,341,7.828921,4.167749
8064,896,497,360,7.828921,4.169054
8188,886,497,356,7.828921,4.170358
8112,978,489,359,7.828921,4.171663
8192,842,493,365,7.835658,4.172969
8360,894,447,346,7.835658,4.174275
8300,972,486,364,7.828921,4.175580
8352,852,479,354,7.835658,4.176886
8376,950,475,364,7.835658,4.178192
8232,832,476,356,7.835658,4.179498
8364,888,487,357,7.842394,4.180805
8384,974,487,370,7.842394,4.182112
8348,844,479,356,7.849130,4.183420
8320,932,466,360,7.849130,4.184728
8316,960,480,362,7.849130,4.186036
8360,878,487,359,7.849130,4.187344
8352,928,464,356,7.849130,4.188652
8244,872,479,357,7.849130,4.189960
8372,906,495,364,7.855866,4.191269
8316,946,473,359,7.862603,4.192579
8332,870,488,359,7.862603,4.193890
8312,902,451,349,7.855866,4.195199
8252,968,484,360,7.855866,4.196508
8308,854,475,349,7.855866,4.197818
8356,946,473,364,7.855866,4.199127
8256,858,476,354,7.855866,4.200437
8312,884,470,341,7.849130,4.201745
8384,960,480,364,7.849130,4.203053
8320,856,466,344,7.849130,4.204360
8308,904,452,347,7.842394,4.205667
8308,930,465,349,7.835658,4.206974
8352,878,488,357,7.835658,4.208280
8292,900,450,342,7.828921,4.209584
8244,874,488,364,7.828921,4.210889
8368,860,490,357,7.828921,4.212193
8320,940,470,352,7.828921,4.213498
8344,840,486,359,7.828921,4.214803
8380,900,450,351,7.828921,4.216107
8300,970,485,362,7.828921,4.217412
8328,834,478,351,7.822185,4.218716
8376,954,477,367,7.828921,4.220020
8276,840,485,364,7.828921,4.221325
8352,890,487,359,7.835658,4.222631
8396,990,495,378,7.842394,4.223938
8384,838,482,359,7.842394,4.225245
8344,910,455,351,7.842394,4.226552
8356,966,483,364,7.842394,4.227859
8372,854,482,356,7.849130,4.229167
8328,946,473,362,7.855866,4.230476
8248,834,482,360,7.855866,4.231786
8360,896,487,356,7.855866,4.233095
8288,952,476,359,7.862603,4.234406
8328,872,483,357,7.862603,4.235716
8356,922,461,359,7.862603,4.237026
8168,966,483,354,7.862603,4.238337
8136,896,502,359,7.862603,4.239647
8164,948,474,357,7.862603,4.240957
8020,900,497,360,7.862603,4.242268
8076,900,488,347,7.862603,4.243578
8128,988,494,365,7.862603,4.244888
8132,874,490,352,7.855866,4.246198
8076,930,465,351,7.855866,4.247507
8140,984,492,360,7.849130,4.248815
8140,884,483,346,7.842394,4.250122
8148,948,474,354,7.842394,4.251429
8124,890,480,351,7.842394,4.252736
8204,930,495,354,7.842394,4.254043
8184,992,496,369,7.842394,4.255350
8156,884,485,352,7.842394,4.256657
8196,954,477,364,7.842394,4.257964
8144,968,484,354,7.842394,4.259271
8132,888,480,342,7.835658,4.260577
8192,952,476,357,7.835658,4.261883
8060,882,478,347,7.835658,4.263189
8140,910,507,360,7.835658,4.264495
8168,950,475,352,7.828921,4.265800
8140,892,495,354,7.828921,4.267105
8124,906,453,342,7.828921,4.268409
8132,990,495,364,7.828921,4.269714
8176,858,500,357,7.828921,4.271019
8128,930,465,344,7.828921,4.272323
8068,874,498,362,7.828921,4.273628
8176,890,494,354,7.828921,4.274932
8120,986,493,362,7.835658,4.276238
8148,854,488,352,7.835658,4.277544
8184,948,474,360,7.835658,4.278851
8124,982,491,360,7.828921,4.280155
8128,892,496,356,7.835658,4.281461
8196,978,489,369,7.835658,4.282767
8052,866,487,356,7.835658,4.284073
8160,920,504,359,7.842394,4.285380
8196,974,487,362,7.842394,4.286687
8184,894,496,359,7.849130,4.287995
8152,944,472,359,7.849130,4.289303
8112,978,489,360,7.849130,4.290611
8156,900,500,357,7.849130,4.291919
8104,940,470,351,7.855866,4.293229
8064,904,500,364,7.855866,4.294538
8164,902,490,351,7.849130,4.295846
8120,978,489,360,7.855866,4.297155
8156,876,489,352,7.855866,4.298465
8176,934,467,356,7.855866,4.299774
8156,996,498,365,7.855866,4.301084
8136,882,485,349,7.855866,4.302393
8224,950,475,364,7.855866,4.303702
8284,858,478,357,7.855866,4.305012
8336,886,470,342,7.849130,4.306320
8412,976,488,372,7.849130,4.307628
8392,862,476,356,7.849130,4.308936
8368,914,457,357,7.849130,4.310244
8400,980,490,372,7.855866,4.311553
8420,870,480,357,7.855866,4.312862
8372,940,470,364,7.855866,4.314172
8324,886,494,372,7.855866,4.315481
8436,896,489,362,7.862603,4.316792
8380,958,479,365,7.862603,4.318102
8408,882,493,367,7.869339,4.319414
8424,916,458,360,7.869339,4.320725
8336,962,481,364,7.869339,4.322037
8384,894,498,369,7.876075,4.323350
8432,950,475,370,7.882811,4.324664
8284,862,481,362,7.882811,4.325977
8404,904,497,365,7.882811,4.327291
8456,972,486,374,7.889547,4.328606
8420,858,482,360,7.889547,4.329921
8396,934,467,365,7.896284,4.331237
8412,998,499,380,7.903020,4.332554
8480,852,491,367,7.903020,4.333871
8432,924,462,357,7.903020,4.335188
8348,886,496,372,7.903020,4.336505
8480,880,504,374,7.909756,4.337824
8416,948,474,362,7.909756,4.339142
8416,888,492,367,7.909756,4.340461
8472,930,465,367,7.909756,4.341779
8444,948,474,360,7.909756,4.343098
8416,878,476,352,7.903020,4.344415
8444,952,476,369,7.903020,4.345732
8352,870,481,362,7.903020,4.347049
8368,894,480,354,7.896284,4.348365
8420,988,494,378,7.903020,4.349682
8416,870,488,364,7.903020,4.350999
8368,908,454,356,7.903020,4.352316
8420,986,493,375,7.903020,4.353633
8440,890,500,372,7.903020,4.354950
8388,930,465,360,7.903020,4.356267
8332,878,490,370,7.896284,4.357583
8456,922,501,372,7.903020,4.358900
8408,978,489,375,7.909756,4.360219
8444,866,488,367,7.903020,4.361536
8448,922,461,362,7.903020,4.362853
8392,988,494,374,7.903020,4.364170
8452,852,497,370,7.903020,4.365487
8448,924,462,359,7.903020,4.366804
8332,974,487,365,7.903020,4.368121
8392,902,508,364,7.909756,4.369439
8228,964,482,359,7.903020,4.370756
8196,908,498,359,7.903020,4.372073
8176,912,456,346,7.903020,4.373390
8184,970,485,357,7.896284,4.374706
8196,906,503,362,7.896284,4.376022
8168,936,468,352,7.896284,4.377338
8132,980,490,360,7.889547,4.378654
8244,928,509,367,7.889547,4.379969
8224,958,479,357,7.882811,4.381282
8188,900,484,351,7.876075,4.382595
8216,948,474,362,7.876075,4.383908
8156,964,482,356,7.869339,4.385220
8164,898,494,357,7.862603,4.386530
8204,962,481,362,7.862603,4.387840
8104,952,476,347,7.855866,4.389150
8180,926,497,356,7.849130,4.390458
8252,976,488,365,7.855866,4.391767
8160,886,481,349,7.849130,4.393075
8168,938,469,357,7.849130,4.394383
8208,974,487,362,7.849130,4.395691
8168,892,485,349,7.842394,4.396998
8164,960,480,362,7.849130,4.398306
8156,970,485,357,7.849130,4.399614
8216,924,496,356,7.849130,4.400922
8220,980,490,365,7.849130,4.402230
8228,896,485,354,7.849130,4.403538
8228,948,474,365,7.849130,4.404846
8180,1002,501,370,7.855866,4.406155
8220,892,496,362,7.855866,4.407465
8244,962,481,367,7.855866,4.408774
8112,1002,501,365,7.862603,4.410084
8200,904,496,357,7.862603,4.411395
8220,984,492,370,7.862603,4.412705
8208,908,503,365,7.869339,4.414017
8184,936,501,360,7.869339,4.415329
8208,996,498,372,7.876075,4.416641
8240,910,505,365,7.882811,4.417955
8216,954,477,360,7.882811,4.419269
8180,986,493,364,7.882811,4.420582
8220,928,505,364,7.889547,4.421897
8184,992,496,370,7.889547,4.423213
8224,872,496,364,7.889547,4.424528
8252,956,508,367,7.896284,4.425844
8204,1004,502,372,7.896284,4.427160
8228,880,498,364,7.903020,4.428477
8232,958,479,362,7.903020,4.429794
8112,1000,500,365,7.896284,4.431110
8212,884,497,359,7.896284,4.432426
8244,992,496,372,7.896284,4.433742
8240,866,496,369,7.903020,4.435059
8408,890,488,351,7.896284,4.436375
8408,970,485,369,7.896284,4.437691
8424,862,496,367,7.896284,4.439007
8412,896,448,346,7.896284,4.440323
8344,962,481,362,7.889547,4.441638
8444,894,500,369,7.889547,4.442954
8388,938,469,359,7.889547,4.444269
8424,888,487,367,7.889547,4.445584
8464,924,502,365,7.889547,4.446899
8448,946,473,360,7.889547,4.448214
8444,880,477,357,7.889547,4.449529
8440,948,474,370,7.889547,4.450844
8352,988,494,374,7.889547,4.452159
8432,892,491,365,7.889547,4.453475
8476,968,484,375,7.896284,4.454791
8432,886,487,364,7.896284,4.456107
8420,922,500,362,7.896284,4.457423
8420,966,483,370,7.896284,4.458739
8408,874,488,362,7.889547,4.460054
8376,952,476,369,7.896284,4.461370
8324,974,487,369,7.896284,4.462686
8408,888,488,360,7.896284,4.464002
8400,970,485,370,7.903020,4.465319
8428,854,481,360,7.903020,4.466636
8376,906,489,354,7.896284,4.467952
8340,978,489,370,7.903020,4.469269
8416,844,485,362,7.896284,4.470585
8400,940,470,364,7.896284,4.471901
8308,978,489,367,7.903020,4.473218
8380,874,486,359,7.903020,4.474535
8428,976,488,374,7.903020,4.475852
8416,844,488,364,7.903020,4.477170
8416,888,490,349,7.896284,4.478486
8424,978,489,372,7.896284,4.479802
8428,858,497,369,7.896284,4.481118
8416,912,456,356,7.896284,4.482434
8376,972,486,367,7.889547,4.483749
8440,892,502,370,7.896284,4.485065
8448,934,467,359,7.889547,4.486380
8460,882,479,360,7.889547,4.487695
8444,932,492,369,7.889547,4.489010
8432,988,494,378,7.896284,4.490326
8464,888,495,374,7.896284,4.491642
8492,942,471,372,7.903020,4.492959
8376,978,489,370,7.903020,4.494277
8492,918,504,377,7.909756,4.495595
8492,996,498,387,7.916492,4.496914
8460,858,496,374,7.923229,4.498235
8476,906,497,360,7.923229,4.499555
8360,988,494,369,7.916492,4.500875
8256,908,512,370,7.923229,4.502195
8248,946,473,359,7.923229,4.503515
8216,982,491,364,7.923229,4.504836
8212,926,494,356,7.916492,4.506155
8236,998,499,375,7.923229,4.507475
8264,910,499,367,7.923229,4.508796
8248,940,495,364,7.923229,4.510116
8216,1002,501,374,7.923229,4.511436
8284,918,516,377,7.929965,4.512758
8264,966,483,369,7.929965,4.514080
8180,988,494,365,7.929965,4.515402
8244,924,503,365,7.923229,4.516722
8388,976,488,372,7.835658,6.167359
8348,846,476,352,7.842394,6.168666
8352,928,464,359,7.842394,6.169973
8320,956,478,360,7.842394,6.171280
8336,880,488,357,7.842394,6.172587
8300,934,467,357,7.842394,6.173894
8344,864,482,359,7.849130,6.175202
8340,894,489,356,7.849130,6.176510
8296,948,474,357,7.849130,6.177818
8340,884,492,364,7.855866,6.179127
8328,906,453,352,7.849130,6.180435
8284,964,482,360,7.855866,6.181745
8332,864,476,349,7.849130,6.183053
8360,942,471,362,7.855866,6.184362
8232,862,487,362,7.855866,6.185671
8324,888,477,349,7.855866,6.186981
8364,978,489,372,7.855866,6.188290
8348,860,477,352,7.855866,6.189600
8336,920,460,357,7.855866,6.190909
8356,970,485,365,7.855866,6.192218
8344,868,472,347,7.849130,6.193526
8352,950,475,364,7.855866,6.194836
8316,870,490,369,7.855866,6.196145
8384,892,476,351,7.855866,6.197454
8360,978,489,372,7.855866,6.198764
8364,872,488,362,7.862603,6.200074
8352,914,457,356,7.862603,6.201385
8184,986,493,360,7.862603,6.202695
8124,884,481,344,7.855866,6.204004
8140,968,484,360,7.855866,6.205314
8008,866,484,349,7.855866,6.206623
8084,918,492,349,7.855866,6.207932
8156,974,487,360,7.855866,6.209242
8116,890,482,346,7.849130,6.210550
8156,934,467,354,7.849130,6.211858
8160,958,479,351,7.842394,6.213165
8156,902,502,359,7.842394,6.214472
8164,924,462,344,7.842394,6.215779
8088,906,488,356,7.835658,6.217085
8204,922,508,362,7.842394,6.218392
8164,962,481,356,7.842394,6.219699
8188,906,500,362,7.835658,6.221005
8232,934,467,356,7.835658,6.222311
8120,950,475,346,7.828921,6.223616
8192,908,503,360,7.828921,6.224920
8196,932,466,349,7.828921,6.226225
8012,890,485,349,7.822185,6.227529
8136,886,502,356,7.828921,6.228833
8140,966,483,356,7.828921,6.230138
8128,856,496,356,7.828921,6.231442
8084,918,459,344,7.828921,6.232747
8108,998,499,365,7.828921,6.234052
8132,870,489,351,7.828921,6.235356
8120,954,477,354,7.828921,6.236661
8028,874,484,351,7.828921,6.237966
8128,920,503,357,7.828921,6.239270
8084,964,482,356,7.835658,6.240576
8164,902,503,364,7.835658,6.241882
8180,936,468,357,7.835658,6.243188
8096,988,494,362,7.835658,6.244494
8152,896,503,362,7.835658,6.245800
8188,954,477,360,7.835658,6.247107
8044,902,497,360,7.842394,6.248414
8144,902,489,349,7.835658,6.249720
8168,988,494,367,7.842394,6.251027
8160,888,496,359,7.849130,6.252335
8108,926,463,351,7.849130,6.253643
8128,996,498,365,7.849130,6.254951
8112,874,478,341,7.842394,6.256258
8100,962,481,357,7.849130,6.257565
8080,882,482,351,7.842394,6.258873
8160,920,494,351,7.842394,6.260180
8128,938,469,344,7.842394,6.261487
8152,898,487,349,7.842394,6.262794
8184,918,459,349,7.835658,6.264100
8080,960,480,351,7.835658,6.265406
8140,870,502,359,7.835658,6.266712
8180,912,456,347,7.828921,6.268016
8204,844,484,359,7.828921,6.269321
8272,864,478,347,7.822185,6.270625
8332,978,489,370,7.828921,6.271929
8296,836,473,347,7.822185,6.273233
8296,904,452,347,7.822185,6.274537
8304,948,474,356,7.822185,6.275840
8348,878,491,360,7.822185,6.277144
8300,916,458,351,7.822185,6.278448
8244,878,488,364,7.822185,6.279751
8352,884,480,351,7.822185,6.281055
8308,958,479,362,7.822185,6.282359
8304,856,482,356,7.828921,6.283663
8336,908,454,354,7.828921,6.284968
8304,960,480,359,7.828921,6.286273
8308,854,465,341,7.828921,6.287577
8368,940,470,360,7.835658,6.288883
8284,858,469,351,7.835658,6.290189
8300,888,481,351,7.828921,6.291494
8352,944,472,357,7.835658,6.292800
8300,862,470,344,7.828921,6.294105
8308,896,448,347,7.828921,6.295409
8320,946,473,356,7.822185,6.296713
8352,852,490,359,7.828921,6.298018
8308,892,446,339,7.822185,6.299321
8216,852,483,357,7.822185,6.300625
8312,860,479,349,7.822185,6.301929
8268,956,478,359,7.822185,6.303232
8296,838,475,351,7.822185,6.304536
8336,920,460,357,7.822185,6.305840
8284,948,474,357,7.822185,6.307143
8300,880,491,360,7.822185,6.308447
8344,930,465,360,7.822185,6.309751
8240,876,483,360,7.822185,6.311054
8352,880,483,352,7.828921,6.312359
8348,954,477,362,7.828921,6.313663
8328,870,488,360,7.828921,6.314968
8264,888,444,344,7.828921,6.316273
8296,968,484,364,7.828921,6.317577
8328,860,470,346,7.828921,6.318882
8288,934,467,357,7.835658,6.320188
8260,852,470,351,7.835658,6.321494
8320,896,483,352,7.828921,6.322799
8336,932,466,352,7.835658,6.324105
8308,868,471,346,7.828921,6.325409
8360,884,442,342,7.828921,6.326714
8284,938,469,351,7.828921,6.328019
8320,838,492,360,7.828921,6.329323
8340,906,453,347,7.828921,6.330628
8268,978,489,364,7.828921,6.331933
8284,876,491,351,7.828921,6.333237
8148,1002,501,372,7.828921,6.334542
8196,862,500,362,7.828921,6.335846
8148,916,458,346,7.828921,6.337151
8144,1002,501,367,7.828921,6.338456
8184,864,495,357,7.828921,6.339760
8128,958,479,357,7.835658,6.341066
8060,986,493,359,7.828921,6.342371
8136,904,496,354,7.835658,6.343677
8100,980,490,360,7.835658,6.344983
8100,888,491,354,7.835658,6.346289
8156,946,504,360,7.842394,6.347596
8100,974,487,357,7.842394,6.348903
8136,892,501,357,7.842394,6.350210
8180,942,471,356,7.849130,6.351518
8076,996,498,364,7.855866,6.352828
8112,898,498,356,7.855866,6.354137
8116,978,489,362,7.855866,6.355446
8156,894,495,357,7.855866,6.356756
8100,920,478,349,7.855866,6.358065
8108,990,495,362,7.849130,6.359373
